,,,,,SECURED,SECURED,SALES,JV,EARNINGS,CONT,BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140030,AMEX Office Development,302102,Toronto Main,Project,2014,2014.JAN,,N,P,CP,001,,25 ,8," $227,668 "," $5,111,874 "," $389,542 "," $406,593 "," $1,401,714 "," $2,326,251 "," $180,155 "," $7,144,638 "," $5,060,212 "," $7,302,477 "," $4,079,301 "," $2,658,128 "," $1,383,177 "," $1,351,530 "," $6,959 "," $1,212,647 "," $681,523 "," $(1,199,947)"," $66,941 "," $43,156 "," $9,621 "," $11,568 "," $(10,149)", $214 , $825 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140031,Oakland Airport T1 - M102 Seismic,300450,Bay Area Main,Project,2014,2014.JAN,,N,P,CGS,014,,49 ,9, $709 ," $143,308 "," $150,578 "," $2,258,155 "," $286,578 "," $975,984 "," $777,596 "," $645,663 "," $1,390,487 "," $894,362 "," $1,218,589 "," $2,664,051 "," $1,830,252 "," $1,485,595 "," $1,299,597 "," $1,777,587 "," $1,701,764 "," $1,351,368 "," $1,013,391 "," $969,143 "," $976,859 "," $2,234,022 "," $1,209,882 "," $1,311,452 "," $1,228,427 "," $1,579,702 "," $1,058,762 "," $1,663,833 "," $1,329,434 "," $1,702,541 "," $1,547,461 "," $1,836,167 "," $1,405,210 "," $1,270,766 "," $1,779,621 "," $1,994,047 "," $1,814,935 "," $2,460,930 "," $2,765,995 "," $3,018,815 "," $1,867,792 "," $2,066,568 "," $2,117,355 "," $1,861,028 "," $1,308,625 "," $1,545,314 "," $924,075 "," $903,691 "," $414,556 "," $297,931 "," $1,211,575 "," $667,731 "," $251,771 "," $109,887 "," $66,437 "," $17,702 "," $47,395 "," $39,203 "," $6,871 "," $(73,630)"," $3,508 "," $2,375 "," $1,959 ", $448 ," $2,517 "," $(68,430)"," $3,613 "," $1,948 "," $(61,155)"," $61,442 ",,,,,,,,,,,,,,
140032,PRECON -YCBA 2015 Preconstruction,300203,Connecticut Main,Project,2014,2014.FEB,,N,P,CG,005,,18 ,1," $47,266 "," $29,610 "," $16,137 "," $4,889 "," $10,861 "," $35,144 "," $37,162 "," $80,121 "," $48,475 "," $47,867 "," $13,795 "," $123,438 ", $524 ," $2,082 ", $259 , $175 , $456 , $(692),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140033,Royal Caribbean - Production Studio,300357,Miami Main,Project,2014,2014.FEB,,N,P,CG,013,,31 ,8," $43,931 "," $2,631,141 "," $2,007,090 "," $2,203,050 "," $2,117,602 "," $1,977,294 "," $2,457,056 "," $2,791,305 "," $2,627,638 "," $1,866,587 "," $2,448,717 "," $735,938 "," $1,425,600 "," $1,069,382 "," $216,515 "," $88,828 "," $345,246 "," $74,244 "," $52,372 "," $7,328 "," $2,934 "," $6,487 "," $1,457 ", $32 ," $4,246 "," $52,117 "," $9,314 "," $3,419 ", $803 ," $5,860 "," $14,915 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140035,Sherwin Williams 1500 Midland,300375,Cleveland SPD,Project,2014,2014.JAN,,N,P,LS,001,,9 ,1," $25,869 "," $91,181 "," $54,758 "," $15,537 "," $2,498 "," $6,831 ", $66 , $(0), $105 , $99 , $0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140036,NBC Infrastructure & Data Center Upgrade,323107,MEP NY Interiors,Project,2014,2014.JAN,,N,M,CP,001,,13 ,2," $11,000 "," $25,000 "," $663,886 "," $467,160 ", $38 ," $20,000 "," $194,960 "," $67,228 "," $34,316 "," $5,184 "," $18,065 "," $107,538 "," $14,196 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140037,Verizon UPS Feeder Upgrade,300400,Dallas Main,Project,2014,2014.JAN,,N,P,LS,003,,7 ,1, $111 , $34 ," $43,532 "," $(5,118)", $(4), $0 , $(0)," $7,236 "," $(3,497)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140038,Torre Reforma 432,527100,TI Professional Services S De R L De,Project,2014,2014.JAN,,N,P,M,001,,36 ,2," $14,630 "," $37,105 "," $56,697 "," $25,474 "," $26,294 "," $40,881 "," $57,449 "," $42,545 "," $39,070 "," $70,023 "," $20,388 "," $62,569 "," $17,777 "," $13,963 "," $41,964 "," $62,855 "," $48,241 "," $18,185 "," $119,132 "," $64,693 "," $41,431 "," $124,108 "," $(54,009)"," $80,162 "," $19,054 "," $30,217 "," $9,750 "," $43,886 "," $(71,900)"," $99,915 "," $26,337 "," $54,657 "," $10,221 "," $24,716 "," $14,533 "," $27,385 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140039,Ernst & Young San Jose Restack,300454,South Bay SPD,Project,2014,2014.JAN,,N,P,LS,001,,35 ,5, $637 ," $439,712 "," $1,279,296 "," $651,693 "," $79,253 "," $60,402 "," $1,944,032 "," $845,971 "," $412,188 "," $186,329 "," $241,893 "," $320,424 "," $394,365 "," $35,453 "," $104,673 "," $22,789 ", $53 ," $124,524 "," $3,339 ", $105 , $2 , $154 ," $3,873 ", $351 , $58 , $(10), $16 ," $4,560 ", $12 , $45 , $45 , $203 ," $4,784 "," $2,224 ", $(22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140040,Nokia Burlington Misc. Projects,300201,Boston SPD,Project,2014,2014.JAN,,N,P,CG,001,,20 ,1," $2,043 "," $7,252 "," $57,372 "," $41,383 "," $102,759 "," $312,087 "," $121,915 "," $86,346 "," $38,289 "," $6,761 "," $7,594 "," $4,896 ", $5 , $500 , $329 , $(118), $(0), $198 , $61 ," $3,182 ", $(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140041,Boat Shop,300201,Boston SPD,Project,2014,2014.JAN,,N,P,CG,001,,7 ,1, $265 ," $129,630 "," $1,542 "," $30,629 ", $0 , $51 , $(0)," $1,231 ", $(155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140042,MGH Voice Data Closet Cooling Systems,300201,Boston SPD,Project,2014,2014.JAN,,N,P,CG,008,,10 ,1, $786 ," $19,557 "," $1,794 ", $127 , $710 , $12 , $6 , $(0), $0 , $(5), $(192), $(21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140043,NAVFAC - Annapolis Clinic,300345,Federal Services Main,Project,2014,2014.JAN,,N,P,LS,008,,49 ,8," $336,156 "," $98,370 "," $65,382 "," $96,163 "," $97,776 "," $229,075 "," $139,732 "," $1,115,719 "," $71,168 "," $1,398,727 "," $839,846 "," $797,099 "," $247,847 "," $262,536 "," $968,914 "," $1,220,099 "," $190,346 "," $700,311 "," $814,708 "," $2,109,411 "," $1,476,500 "," $1,329,785 "," $1,436,678 "," $491,887 "," $1,211,595 "," $1,193,805 "," $1,578,586 "," $2,856,015 "," $1,791,546 "," $1,012,197 "," $1,162,603 "," $946,922 "," $411,189 "," $1,378,664 "," $1,005,788 "," $748,806 "," $436,157 "," $321,337 "," $373,242 "," $245,904 "," $(109,991)"," $45,398 "," $16,999 "," $2,000 "," $21,802 "," $1,007,900 "," $8,047 "," $2,962 "," $3,324 "," $25,380 "," $4,976 "," $2,157 "," $2,432 "," $25,619 "," $2,174 "," $127,497 "," $1,446 "," $3,129 ", $414 , $490 , $387 , $755 , $481 ," $35,548 ", $189 ," $1,240 "," $5,569 ", $930 ," $3,990 "," $(18,346)", $(0), $0 ," $(2,056)",,,,,,,,,,,
140044,NAVFAC - Naval Medical Clinic NSA Annapo,300343,Maryland,Project,2014,2014.JAN,,N,P,LS,008,,26 ,7," $14,533 "," $419,993 "," $58,720 "," $96,987 "," $85,568 "," $245,928 "," $128,340 "," $605,195 "," $573,824 "," $1,404,806 "," $713,868 "," $799,924 "," $153,313 "," $366,982 "," $1,096,532 "," $1,152,475 "," $274,501 "," $696,066 "," $764,801 "," $2,173,325 "," $1,445,486 "," $495,303 "," $1,011,201 "," $1,190,310 "," $966,833 "," $1,742,591 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140045,NWH Women's Health Center,300201,Boston SPD,Project,2014,2014.JAN,,N,P,CG,008,,33 ,4," $62,735 "," $144,794 "," $369,778 "," $654,890 "," $626,600 "," $196,609 "," $30,143 "," $29,060 "," $87,072 "," $13,984 "," $30,211 "," $43,425 "," $103,334 "," $241,529 "," $304,584 "," $253,332 "," $36,650 "," $74,784 "," $22,475 "," $72,914 "," $82,515 "," $174,617 "," $146,596 "," $39,167 "," $53,270 "," $1,506 "," $118,207 ", $39 ," $(11,741)", $3 , $104 , $(1)," $6,819 ", $(65), $1 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140046,JP Morgan Chase Lake Vista,300400,Dallas Main,Project,2014,2014.JAN,,N,P,LS,003,,19 ,4," $6,895 "," $1,932,789 "," $(21,831)"," $624,975 "," $734,237 "," $479,731 "," $313,225 "," $296,773 "," $43,081 "," $418,009 "," $1,210 "," $(229,036)"," $22,071 "," $205,755 ", $36 ," $(114,888)"," $114,852 ", $(599), $285 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140047,California Housing Authority,300451,Bay Area SPD,Project,2014,2014.JAN,,N,P,LS,001,,33 ,6, $966 , $71 , $531 ," $2,450 "," $123,387 "," $68,363 "," $233,069 "," $590,081 "," $437,573 "," $593,290 "," $745,561 "," $1,331,875 "," $126,986 "," $1,052,571 "," $533,790 "," $784,288 "," $668,339 "," $174,036 "," $150,095 "," $66,558 "," $4,811 "," $316,682 "," $30,735 "," $10,518 "," $2,510 ", $931 , $2 , $120 , $50 ," $(12,534)", $485 , $213 , $2 , $1 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140048,Pricewaterhouse Coopers LLP - TI,323104,MEP Philadelphia,Project,2014,2014.JAN,,N,M,CG,001,,4 ,1," $66,299 "," $3,460 "," $7,367 "," $3,632 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140049,SAISD - Jefferson High School - SP,300404,San Antonio Main,Project,2014,2014.JAN,,N,P,LS,006,,21 ,1, $163 , $(163), $(163), $544 ," $1,172 "," $2,673 ", $511 ," $(5,306)", $(114), $(88), $613 , $(503), $1 ," $(41,341)", $(475), $475 ," $(404,434)", $411 ," $7,468 "," $(1,793)", $150 ," $4,284 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140050,SP - SAISD Longfellow Middle School,300404,San Antonio Main,Project,2014,2014.JAN,,N,P,LS,006,,15 ,1," $3,163 "," $1,742 "," $2,311 ", $475 ," $(7,691)", $256 ," $6,994 "," $(7,050)"," $(9,378)"," $(3,580)"," $(5,486)"," $9,825 "," $(7,581)"," $(10,000)"," $(69,646)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140051,2014 T&M Control Job,315100,Tompkins Bldrs Main,Project,2014,2014.JAN,,N,P,LS,001,,27 ,1," $49,531 "," $34,200 "," $12,517 "," $18,091 "," $15,683 "," $17,102 "," $67,927 "," $74,166 "," $61,380 "," $63,770 "," $42,651 "," $22,277 "," $31,469 "," $42,040 "," $48,203 "," $30,134 "," $44,370 "," $49,582 "," $55,234 "," $64,043 "," $56,319 "," $77,071 ", $727 ," $6,287 "," $(6,938)", $137 ," $(33,620)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140052,GLOBALFOUNDRIES UPW Walls,300222,NY North,Project,2014,2014.JAN,,N,P,LS,004,,24 ,1, $324 , $609 ," $14,688 "," $20,413 "," $3,326 "," $43,592 "," $29,964 "," $36,195 "," $64,507 "," $82,383 "," $16,493 "," $50,410 "," $35,878 "," $52,748 "," $28,958 "," $86,088 "," $20,913 "," $(8,200)"," $7,066 ", $19 , $100 ," $19,167 ", $0 , $265 , $(4), $0 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140053,FIU - Panther Hall Generator Upgrade,300358,Miami SPD,Project,2014,2014.JAN,,N,P,CG,005,,12 ,1," $7,550 ", $437 ," $130,661 "," $174,006 "," $66,785 "," $23,094 "," $7,028 "," $9,094 ", $67 ," $1,709 ", $27 , $15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140054,Newton Wellesley OB,300201,Boston SPD,Project,2014,2014.JAN,,N,P,CG,008,,22 ,3," $43,864 "," $78,477 "," $590,917 "," $723,698 "," $666,607 "," $320,234 "," $233,853 "," $158,930 "," $17,547 "," $38,879 "," $30,707 "," $127,740 "," $29,240 "," $22,224 "," $8,850 ", $632 , $4 , $(0)," $1,611 ", $(15)," $1,660 "," $6,638 ", $(62), $1 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140055,PNC - Potter Branch,300333,Pittsburgh SPD,Project,2014,2014.JAN,,N,P,LS,002,,18 ,1," $11,331 "," $136,550 "," $149,024 "," $60,632 "," $48,229 "," $24,064 "," $7,025 "," $10,677 ", $45 , $746 ," $4,905 ", $(0), $993 , $364 ," $1,878 ", $132 ," $2,859 "," $(2,778)", $514 , $0 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140056,Thompson Hine LLP,300221,NY Interiors,Project,2014,2014.JAN,,N,P,CG,001,,11 ,1," $2,779 "," $491,524 "," $285,360 "," $12,571 "," $(17,496)"," $(113,951)"," $140,072 ", $27 , $(27)," $(38,760)"," $38,760 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140057,John H Wood Charter HS & ES,300404,San Antonio Main,Project,2014,2014.JAN,,N,P,CG,006,,40 ,5," $57,365 "," $419,205 "," $157,968 "," $384,265 "," $419,896 "," $331,152 "," $309,170 "," $507,370 "," $343,422 "," $502,252 "," $397,480 "," $121,551 "," $937,874 "," $401,865 "," $42,800 "," $157,939 "," $148,754 "," $49,451 "," $56,859 "," $19,024 "," $26,315 "," $514,885 "," $321,145 "," $400,497 "," $266,699 "," $129,466 "," $51,441 "," $154,408 "," $(4,669)"," $6,163 "," $(1,494)"," $39,818 "," $7,576 "," $(4,570)"," $(45,134)"," $1,059 ", $42 , $124 , $182 , $(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140058,Johnson Controls Inc,300375,Cleveland SPD,Project,2014,2014.JAN,,N,P,CG,001,,15 ,1, $230 ," $45,951 "," $96,144 "," $19,584 "," $248,949 "," $(80,524)"," $1,770 "," $1,260 "," $8,031 ", $306 ," $2,574 ", $(0), $88 , $134 ," $4,856 "," $76,257 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140059,Forbo,300375,Cleveland SPD,Project,2014,2014.JAN,,N,P,CG,001,,17 ,1," $38,092 "," $53,107 "," $126,805 "," $5,036 "," $2,706 "," $58,613 "," $3,761 ", $236 , $41 , $372 ," $8,247 ", $284 , $0 , $(0), $33 ," $3,145 ", $40 , $128 ," $5,265 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140060,Virtua - Mt Holly CLS Lab,300331,Philadelphia SPD,Project,2014,2014.JAN,,N,P,LS,008,,16 ,1, $505 ," $4,104 "," $39,127 "," $29,546 "," $1,301 "," $1,094 ", $882 , $949 ," $1,095 "," $1,285 "," $6,233 "," $3,570 "," $38,001 ", $374 , $(0), $8 , $400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140061,Tire Discounters Florence Ky 18,300371,Cincinnati SPD,Project,2014,2014.JAN,,N,P,CG,001,,15 ,2," $116,105 "," $136,896 "," $196,894 "," $434,141 "," $272,373 "," $45,773 "," $4,443 ", $23 , $0 ," $1,348 "," $42,384 ", $(58), $29 , $39 , $390 , $253 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140062,Information Tools Inc.,300421,Seattle SPD,Project,2014,2014.JAN,,N,P,LS,001,,4 ,1, $60 ," $77,557 "," $14,378 "," $2,978 ", $(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140063,Inslee Best Law Firm,300421,Seattle SPD,Project,2014,2014.JAN,,N,P,LS,001,,15 ,2," $142,803 "," $345,079 "," $410,055 "," $230,236 "," $20,976 "," $9,424 "," $24,432 "," $8,824 "," $1,854 ", $242 ," $1,175 ", $673 ," $3,085 ", $68 ," $1,039 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140064,Incyte Corporation - Lab Equipment,323104,MEP Philadelphia,Project,2014,2014.JAN,,N,M,LS,007,,3 ,1," $67,539 "," $2,483 "," $50,076 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140065,"BPO - 1NYP, 42nd Floor",300221,NY Interiors,Project,2014,2014.JAN,,N,P,CP,001,,9 ,2," $15,203 "," $576,904 "," $636,024 "," $127,325 "," $4,164 "," $(1,916)"," $9,869 "," $1,228 ", $(3), $0 , $0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140066,Pearland - New Branch Bank,300402,Houston Main,Project,2014,2014.JAN,,N,P,LS,002,,17 ,3," $14,587 "," $32,661 "," $128,947 "," $282,810 "," $68,468 "," $443,573 "," $210,813 "," $338,204 "," $209,265 "," $223,743 "," $6,330 "," $51,394 ", $474 ," $34,193 ", $12 ," $74,234 "," $83,396 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140067,Kaiser - Garfield Innovation Center,300451,Bay Area SPD,Project,2014,2014.JAN,,N,P,LS,008,,23 ,2," $10,222 "," $7,563 "," $60,670 "," $10,956 "," $41,720 "," $44,988 "," $418,285 "," $381,861 "," $244,135 "," $40,495 "," $47,416 "," $38,643 "," $20,441 "," $100,244 ", $775 ," $1,873 ", $(403), $90 , $180 , $122 , $39 ," $2,336 ", $23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140068,Walton Lofts,300420,Seattle Main,Project,2014,2014.FEB,,N,P,CGS,015,,32 ,8," $931,680 "," $1,463,299 "," $1,069,625 "," $1,424,581 "," $1,167,321 "," $1,734,082 "," $3,581,637 "," $4,705,651 "," $3,330,107 "," $4,232,063 "," $3,183,852 "," $3,282,051 "," $2,502,471 "," $1,957,996 "," $1,383,699 "," $551,365 "," $451,858 "," $(34,363)"," $63,329 "," $77,976 "," $1,268 "," $1,490 "," $2,041 "," $1,328 "," $5,035 "," $2,386 "," $(3,372)"," $1,501 "," $1,904 "," $2,032 ", $15 , $13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140069,First Choice ER - Allen,300400,Dallas Main,Project,2014,2014.JAN,,N,P,LS,008,,23 ,3," $4,182 "," $130,995 "," $570,863 "," $373,168 "," $494,788 "," $741,580 "," $433,732 "," $89,170 ", $2 , $(2)," $(19,923)", $969 ," $3,374 "," $66,232 "," $(64,185)"," $1,184 "," $63,001 "," $13,454 "," $(34,457)"," $(16,181)"," $7,810 "," $23,060 "," $3,780 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140070,PMCA - Elevator and other Upgrades,300425,Portland Main,Project,2014,2014.JAN,,N,P,CG,008,,12 ,1," $4,893 "," $31,929 "," $62,909 "," $12,809 "," $7,615 ", $450 , $7 , $(0), $54 ," $5,400 ", $902 , $427 , $244 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140071,"BPO - 1NYP, Concourse",300221,NY Interiors,Project,2014,2014.JAN,,N,P,CG,001,,21 ,7," $12,309 "," $3,258,200 "," $2,022,657 "," $2,516,511 "," $1,902,464 "," $835,346 "," $774,251 "," $666,273 "," $324,014 "," $51,210 "," $125,994 "," $39,939 "," $21,062 "," $11,690 ", $586 , $75 , $23 , $(1)," $48,587 "," $7,181 ", $385 ," $6,253 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140072,Baylor Ramp Reversal,300400,Dallas Main,Project,2014,2014.JAN,,N,P,LS,001,,4 ,1," $18,600 "," $12,752 "," $145,792 ", $0 ," $(16,379)", $0 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140073,HP Herndon 2014 - MM,300341,Virginia SPD,Project,2014,2014.JAN,,N,P,CG,001,,27 ,2," $102,880 "," $111,320 "," $16,055 "," $14,365 "," $41,613 "," $12,594 "," $12,341 "," $88,426 "," $71,679 "," $36,107 "," $252,292 "," $21,252 "," $5,858 "," $10,443 "," $1,155 ", $706 ," $12,546 "," $92,621 "," $133,259 "," $22,073 "," $62,399 "," $34,126 "," $13,355 "," $44,948 "," $10,229 "," $36,686 "," $3,098 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140074,MEC Renovation (WPP),302102,Toronto Main,Project,2014,2014.JAN,,N,P,CG,001,,10 ,1," $1,510 "," $3,358 "," $11,448 "," $94,356 "," $2,931 "," $8,367 ", $372 , $(0)," $(2,360)"," $1,524 ", $383 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140075,Pivot Interior Buildout,300201,Boston SPD,Project,2014,2014.JAN,,N,P,CGS,001,,24 ,1," $3,527 "," $120,609 "," $235,663 "," $127,440 "," $15,098 "," $(2,212)", $341 , $(28), $(80), $(946), $(14), $0 , $(0), $480 , $179 ," $8,048 "," $(46,038)", $829 , $(1), $448 , $(447), $4 , $160 , $445 , $14 , $(4)," $17,855 ", $0 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140076,Capital One - Atrium Expansion,300385,Chicago Main,Project,2014,2014.JAN,,N,P,LS,001,,11 ,4," $63,697 "," $812,635 "," $2,355,020 "," $586,928 "," $96,967 "," $14,242 "," $264,271 "," $43,788 "," $54,883 "," $6,743 ", $(171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140077,Allen Foods Generator,323112,MEP Ohio,Project,2014,2014.JAN,,N,M,CP,004,,8 ,1," $5,482 "," $5,556 "," $2,498 "," $503,988 "," $2,236 "," $23,685 "," $1,200 "," $9,933 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140078,John Hancock Observatory,300385,Chicago Main,Project,2014,2014.JAN,,N,P,LS,001,,12 ,2," $238,049 "," $132,467 "," $524,351 "," $326,234 "," $112,668 "," $108,769 "," $24,880 "," $1,554 ", $577 , $39 , $938 ," $7,561 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140079,Kiewit - Conference Room,300402,Houston Main,Project,2014,2014.JAN,,N,P,LS,001,,4 ,1," $4,870 "," $1,426 "," $11,382 ", $4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140080,Purdue - Agronomy Center Location STUDY,300385,Chicago Main,Project,2014,2014.JAN,,N,P,LS,005,,7 ,1," $1,512 "," $19,156 "," $4,871 ", $341 , $93 ," $10,580 ", $51 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140081,Purdue - Active Learning Center,300385,Chicago Main,Project,2014,2014.JAN,,N,P,LS,005,,49 ,2, $289 ," $10,799 "," $15,773 "," $25,069 "," $5,389 "," $12,616 "," $49,437 "," $27,061 "," $19,139 "," $26,532 "," $34,416 "," $32,911 "," $31,458 "," $46,180 "," $52,597 "," $8,335 "," $20,305 "," $8,467 "," $51,181 "," $30,363 "," $33,045 "," $31,692 "," $30,395 "," $39,599 "," $37,755 "," $26,837 "," $28,906 "," $22,251 "," $32,802 "," $43,438 "," $27,873 "," $28,226 "," $27,172 "," $32,476 "," $27,346 "," $41,971 "," $25,775 "," $27,591 "," $26,591 "," $27,953 "," $25,897 "," $39,074 "," $7,372 "," $6,370 ", $448 , $172 ," $2,353 ", $293 , $150 , $396 ," $1,878 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140082,Virtua Marlton - Kitchen Renovations,300331,Philadelphia SPD,Project,2014,2014.JAN,,N,P,LS,008,,12 ,1," $1,372 "," $86,304 "," $14,193 "," $73,087 "," $3,144 "," $3,118 ", $597 , $206 , $687 ," $2,469 ", $129 , $8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140083,Calpine - Level 12,300402,Houston Main,Project,2014,2014.JAN,,N,P,LS,001,,22 ,2," $134,630 "," $26,501 "," $364,226 "," $169,787 "," $117,507 "," $323,655 "," $(72,923)"," $194,322 "," $(55,206)"," $389,093 "," $(230,179)"," $138,391 "," $72,643 "," $(13,430)"," $56,870 "," $(1,478)"," $10,128 "," $39,857 "," $13,392 "," $6,892 "," $2,390 "," $2,807 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
